tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date
114+10219,EASTLAKE AVE E,NORTHBOUND,MERCER ST,WA,KING,98109,47.6196908,-122.3291442,47.6243052,-122.3291654,0.318794,1.0,America/Los_Angeles,P1,USA,1097,3,N,3,80389,2,,4,,1,1,,10488,734,315,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+08099,WESTERN AVE,WESTBOUND,WALL ST,WA,KING,98121,47.6134838,-122.3487104,47.614023,-122.349605,0.055886,5.0,America/Los_Angeles,P1,USA,463,3,N,3,80389,1,,2,,1,1,,15183,617,617,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+08098,WESTERN AVE,WESTBOUND,BATTERY ST,WA,KING,98121,47.612771,-122.347339,47.6134838,-122.3487104,0.08084,4.0,America/Los_Angeles,P1,USA,463,3,N,2,80389,1,,2,,1,1,,19571,689,605,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08546,5TH AVE N,SOUTHBOUND,MERCER ST,WA,KING,98109,47.618566,-122.347614,47.6245442,-122.3475582,0.414765,2.0,America/Los_Angeles,P1,USA,566,3,N,3,80389,2,,4,,1,1,,15321,586,483,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-10503,S JACKSON ST,WESTBOUND,4TH AVE,WA,KING,98104,47.599213,-122.3149944,47.599212,-122.329041,0.654353,3.0,America/Los_Angeles,P1,USA,1197,3,N,3,80389,2,,4,,1,1,,10864,511,255,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08025,4TH AVE S,SOUTHBOUND,S ROYAL BROUGHAM WAY,WA,KING,98104,47.598524,-122.32908,47.5924294,-122.3290582,0.421053,1.0,America/Los_Angeles,P1,USA,446,2,N,3,80389,2,1,5,,1,1,,21790,981,802,4,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-09880,BOREN AVE S,EASTBOUND,S JACKSON ST,WA,KING,98104,47.609352,-122.3251542,47.5992128,-122.314115,0.877121,2.0,America/Los_Angeles,P1,USA,989,3,N,3,80389,2,,4,,1,1,,17131,824,330,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-09881,BOREN AVE,EASTBOUND,MADISON ST,WA,KING,98101,47.6185236,-122.3353782,47.609352,-122.3251542,0.800245,1.0,America/Los_Angeles,P1,USA,989,3,N,3,80389,2,,4,,1,1,,16084,778,311,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-10991,E OLIVE WAY,WESTBOUND,I-5/MELROSE AVE,WA,KING,98102,47.619922,-122.32088,47.616662,-122.327902,0.4323,1.0,America/Los_Angeles,P1,USA,1357,3,N,3,80389,2,,2,,1,1,,14003,560,560,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114P10991,OLIVE WAY,EASTBOUND,I-5/MELROSE AVE,WA,KING,98101,47.615956,-122.329557,47.616662,-122.327902,0.091335,2.0,America/Los_Angeles,P1,USA,1357,3,N,1,80389,2,,2,,1,1,,106098,2320,2438,6,100,0,51,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-09920,MERCER ST,WESTBOUND,DENNY WAY,WA,KING,98109,47.6244706,-122.343823,47.618569,-122.350408,0.637446,3.0,America/Los_Angeles,P1,USA,1001,3,N,3,80389,2,,4,,1,1,,14768,629,595,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+14383,5TH AVE N,NORTHBOUND,DENNY WAY,WA,KING,98109,47.6245442,-122.3475582,47.618566,-122.347614,0.414889,7.0,America/Los_Angeles,P1,USA,566,3,N,3,80389,2,,4,,1,1,,15322,586,483,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+10460,HOWELL ST,EASTBOUND,I-5/DENNY WAY,WA,KING,98101,47.6140736,-122.3341214,47.618465,-122.329123,0.387916,1.0,America/Los_Angeles,P1,USA,1183,3,N,3,80389,1,,3,,1,1,,10626,416,391,6,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+08026,4TH AVE S,NORTHBOUND,2ND AVENUE EXT,WA,KING,98104,47.5924294,-122.3290582,47.598524,-122.32908,0.421053,6.0,America/Los_Angeles,P1,USA,446,2,N,3,80389,2,1,5,,1,1,,21790,981,802,4,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+08542,5TH AVE,NORTHBOUND,MADISON ST,WA,KING,98101,47.612676,-122.337364,47.606536,-122.331777,0.4977,3.0,America/Los_Angeles,P1,USA,566,4,N,3,80389,1,,3,,1,1,,12183,500,250,1,35,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+08028,4TH AVE,NORTHBOUND,MADISON ST,WA,KING,98164,47.6053898,-122.3322598,47.606097,-122.332937,0.058148,8.0,America/Los_Angeles,P1,USA,446,2,N,3,80389,1,,3,,1,1,,13763,551,275,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+08027,4TH AVE S,NORTHBOUND,MARION ST,WA,KING,98104,47.598524,-122.32908,47.6053898,-122.3322598,0.517341,7.0,America/Los_Angeles,P1,USA,446,2,N,3,80389,1,,3,,1,1,,14863,780,390,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08018,2ND AVE,EASTBOUND,BATTERY ST,WA,KING,98121,47.6153746,-122.3479276,47.614821,-122.3469952,0.057862,4.0,America/Los_Angeles,P1,USA,444,3,N,3,80389,1,,3,,1,1,,11396,352,176,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08017,2ND AVE,EASTBOUND,MADISON ST,WA,KING,98101,47.6147766,-122.3469064,47.605141,-122.335142,0.871752,5.0,America/Los_Angeles,P1,USA,444,3,N,3,80389,1,,3,,1,1,,12806,480,240,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08016,2ND AVE,EASTBOUND,MARION ST,WA,KING,98174,47.605141,-122.335142,47.604446,-122.334484,0.056961,6.0,America/Los_Angeles,P1,USA,444,2,N,3,80389,1,,3,,1,1,,13623,607,304,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08015,2ND AVENUE EXT S,EASTBOUND,4TH AVE,WA,KING,98104,47.604446,-122.334484,47.598524,-122.32908,0.480531,7.0,America/Los_Angeles,P1,USA,444,2,N,3,80389,1,1,4,,1,1,,12818,387,194,4,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+08029,4TH AVE,NORTHBOUND,BATTERY ST,WA,KING,98101,47.606097,-122.332937,47.616123,-122.345233,0.908668,9.0,America/Los_Angeles,P1,USA,446,3,N,3,80389,1,,4,,1,1,,13655,521,261,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-14841,WA-99,SOUTHBOUND,S ROYAL BROUGHAM WAY/S ATLANTIC ST,WA,KING,98134,47.602015,-122.336527,47.594088,-122.3357474,0.590321,52.5,America/Los_Angeles,P1,USA,110,3,N,2,80389,1,1,2,99,4,1,099COVIADCT,40605,1060,199,1,90,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08094,WALL ST,WESTBOUND,4TH AVE,WA,KING,98121,47.6182774,-122.344114,47.6167018,-122.3461884,0.145562,2.0,America/Los_Angeles,P1,USA,462,4,N,3,80389,1,,2,,1,1,,5485,220,109,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08093,WALL ST,WESTBOUND,2ND AVE,WA,KING,98121,47.6167018,-122.3461884,47.6153746,-122.3479276,0.122336,3.0,America/Los_Angeles,P1,USA,462,4,N,3,80389,1,,2,,1,1,,5427,216,108,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+04197,I-5,NORTHBOUND,OLIVE WAY/EXIT 166,WA,KING,98101,47.6121542,-122.3304574,47.6132642,-122.3300464,0.079038,1310.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,11,5,2,1,5,213381,4615,4865,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+04198,I-5,NORTHBOUND,FAIRVIEW AVE/MERCER ST/EXIT 167,WA,KING,98102,47.6188916,-122.328293,47.619343,-122.328231,0.031317,1312.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,12,5,2,1,5,222881,4846,5123,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+09920,BROAD ST,EASTBOUND,DENNY WAY,WA,KING,98121,47.615022,-122.354842,47.618569,-122.350408,0.321454,1.0,America/Los_Angeles,P1,USA,1001,3,N,3,80389,2,,4,,1,1,,7520,424,424,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+09882,BOREN AVE,WESTBOUND,DENNY WAY,WA,KING,98101,47.6185236,-122.3353782,47.609352,-122.3251542,0.781057,2.0,America/Los_Angeles,P1,USA,989,3,N,3,80389,2,,4,,1,1,,16364,791,317,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+04194,I-5,NORTHBOUND,JAMES ST/EXIT 164,WA,KING,98104,47.5958612,-122.3202578,47.602649,-122.325753,0.550162,1306.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,,7,5,2,1,5,167093,4695,7653,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+04195,I-5,NORTHBOUND,SENECA ST/EXIT 165,WA,KING,98104,47.603854,-122.326981,47.603958,-122.327072,0.008339,1307.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,7,5,2,1,5,147013,3210,3403,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+04196,I-5,NORTHBOUND,UNION ST/EXIT 165,WA,KING,98101,47.6089524,-122.3308364,47.6105754,-122.3309648,0.11276,1308.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,11,5,2,1,5,213381,4615,4865,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+09881,BOREN AVE S,WESTBOUND,MADISON ST,WA,KING,98104,47.5992128,-122.314115,47.609352,-122.3251542,0.877121,1.0,America/Los_Angeles,P1,USA,989,3,N,3,80389,2,,4,,1,1,,17131,824,330,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+04634,WA-99,NORTHBOUND,6TH AVE/BROAD ST,WA,KING,98109,47.6185508,-122.34357,47.620893,-122.343639,0.161861,52.0,America/Los_Angeles,P1,USA,110,3,N,2,80389,2,,4,99,4,1,99,44651,1085,509,1,100,0,0,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+04630,WA-99,NORTHBOUND,COLUMBIA ST,WA,KING,98104,47.5937948,-122.334555,47.602157,-122.336607,0.605663,47.0,America/Los_Angeles,P1,USA,110,3,N,2,80389,1,1,4,99,4,1,99,47292,1149,539,1,100,0,0,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+09921,MERCER ST,EASTBOUND,WA-99/HARRISON ST/AURORA AVE,WA,KING,98109,47.618569,-122.350408,47.6244706,-122.343823,0.639509,2.0,America/Los_Angeles,P1,USA,1001,3,N,3,80389,2,,4,,1,1,,14770,629,592,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-11101,PINE ST,WESTBOUND,4TH AVE,WA,KING,98101,47.6131064,-122.3331904,47.6112434,-122.3376098,0.242788,2.0,America/Los_Angeles,P1,USA,1392,4,N,3,80389,1,,3,,1,1,,7787,289,145,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-10499,S JACKSON ST,WESTBOUND,ALASKAN WAY,WA,KING,98104,47.5992144,-122.3342788,47.599226,-122.33592,0.076758,6.0,America/Los_Angeles,P1,USA,1197,5,N,3,80389,1,,2,,1,1,,2670,107,107,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-15700,WESTERN AVE W,EASTBOUND,BROAD ST,WA,KING,98121,47.620188,-122.360051,47.616257,-122.353356,0.415113,1.001,America/Los_Angeles,P1,USA,463,3,N,3,80389,2,,3,,1,1,,18768,580,543,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-15701,ELLIOTT AVE W,EASTBOUND,BROAD ST,WA,KING,98119,47.62675,-122.3687072,47.615585,-122.354244,1.028114,2.001,America/Los_Angeles,P1,USA,464,3,N,3,80389,2,,6,,1,1,,34038,1288,1288,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114N04552,I-5 N,SOUTHBOUND,FAIRVIEW AVE/MERCER ST/EXIT 167,WA,KING,98102,47.6303674,-122.3262464,47.626504,-122.3286146,0.296587,12.0,America/Los_Angeles,P1,USA,104,1,N,1,80389,2,1,12,5,2,1,5,234388,5283,5195,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114N04551,I-5 N,SOUTHBOUND,OLIVE WAY/EXIT 166,WA,KING,98101,47.6204484,-122.3285272,47.6126266,-122.3303738,0.549292,13.001,America/Los_Angeles,P1,USA,104,1,N,1,80389,2,1,12,5,2,1,5,218191,4732,4996,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-10098,COLUMBIA ST,WESTBOUND,WA-99/1ST AVE/ALASKAN WAY,WA,KING,98104,47.603729,-122.333865,47.6032462,-122.3350046,0.062696,4.0,America/Los_Angeles,P1,USA,1057,3,N,3,80389,1,,3,,1,1,,7975,319,160,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+10501,S JACKSON ST,EASTBOUND,1ST AVE,WA,KING,98104,47.599226,-122.33592,47.5992144,-122.3342788,0.076758,2.0,America/Los_Angeles,P1,USA,1197,5,N,3,80389,1,,2,,1,1,,2670,107,107,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114N10562,JAMES ST,WESTBOUND,I-5/7TH AVE/6TH AVE,WA,KING,98104,47.604613,-122.327007,47.604025,-122.328392,0.076317,2.0,America/Los_Angeles,P1,USA,1217,3,N,3,80389,2,,4,,1,1,,24876,911,455,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+10502,S JACKSON ST,EASTBOUND,2ND AVENUE EXT,WA,KING,98104,47.5992078,-122.3341338,47.599214,-122.329692,0.206929,3.0,America/Los_Angeles,P1,USA,1197,3,N,3,80389,2,,2,,1,1,,8314,333,333,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+10503,S JACKSON ST,EASTBOUND,4TH AVE,WA,KING,98104,47.599214,-122.329692,47.599212,-122.329041,0.030329,4.0,America/Los_Angeles,P1,USA,1197,3,N,3,80389,2,,4,,1,1,,12935,517,259,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114N10168,DENNY WAY,WESTBOUND,7TH AVE/AURORA AVE/WALL ST,WA,KING,98109,47.618545,-122.343049,47.618547,-122.344297,0.058154,3.0,America/Los_Angeles,P1,USA,1080,3,N,3,80389,2,,4,,1,1,,24865,842,808,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+10504,S JACKSON ST,EASTBOUND,BOREN AVE/RAINIER AVE/14TH AVE,WA,KING,98104,47.599212,-122.329041,47.599213,-122.3149944,0.654353,5.0,America/Los_Angeles,P1,USA,1197,3,N,3,80389,2,,4,,1,1,,10864,511,255,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08638,DENNY WAY,SOUTHBOUND,DENNY WAY,WA,KING,98109,47.6246184,-122.3397446,47.618536,-122.339379,0.439974,4.0,America/Los_Angeles,P1,USA,592,3,N,3,80389,2,,4,,1,1,,32786,1098,1096,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08637,9TH AVE,SOUTHBOUND,I-5/PIKE ST/CONVENTION PL,WA,KING,98101,47.618536,-122.339379,47.612774,-122.33138,0.551945,5.0,America/Los_Angeles,P1,USA,592,3,N,3,80389,2,,2,,1,1,,7362,453,389,1,20,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114P04198,I-5,NORTHBOUND,FAIRVIEW AVE/MERCER ST/EXIT 167,WA,KING,98102,47.619343,-122.328231,47.629857,-122.326296,0.746142,1313.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,12,5,2,1,5,224831,4920,5135,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-04551,I-5 N,SOUTHBOUND,OLIVE WAY/EXIT 166,WA,KING,98102,47.626504,-122.3286146,47.6204484,-122.3285272,0.418711,13.0,America/Los_Angeles,P1,USA,104,1,N,1,80389,2,1,12,5,2,1,5,222881,4846,5123,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-11504,UNION ST,WESTBOUND,4TH AVE,WA,KING,98101,47.610606,-122.332452,47.6092298,-122.3357486,0.18067,1.0,America/Los_Angeles,P1,USA,1525,3,N,3,80389,1,,3,,1,1,,14206,568,284,1,36,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-04550,I-5 N,SOUTHBOUND,UNION ST/EXIT 165,WA,KING,98101,47.613543,-122.330007,47.6129366,-122.3302478,0.043365,14.0,America/Los_Angeles,P1,USA,104,1,N,1,80389,2,1,11,5,2,1,5,213381,4615,4865,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08079,ALASKAN WAY,SOUTHBOUND,WALL ST,WA,KING,98121,47.615022,-122.354842,47.612799,-122.351166,0.231753,1.0,America/Los_Angeles,P1,USA,459,3,N,3,80389,2,,4,,1,1,,12205,457,457,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08078,ALASKAN WAY,SOUTHBOUND,MADISON ST,WA,KING,98101,47.612799,-122.351166,47.603775,-122.338411,0.869702,2.0,America/Los_Angeles,P1,USA,459,3,N,2,80389,2,,4,,1,1,,19187,590,464,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08077,ALASKAN WAY,SOUTHBOUND,MARION ST,WA,KING,98104,47.603775,-122.338411,47.603092,-122.3377654,0.055961,3.0,America/Los_Angeles,P1,USA,459,3,N,2,80389,1,1,4,99,4,1,99,43016,1045,490,1,100,0,0,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-11598,WESTLAKE AVE N,SOUTHBOUND,OLIVE WAY/STEWART ST,WA,KING,98109,47.6245464,-122.3384426,47.613294,-122.337452,0.780635,3.0,America/Los_Angeles,P1,USA,1552,3,N,3,80389,2,,4,,1,1,,7242,409,221,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-08076,ALASKAN WAY,SOUTHBOUND,YESLER WAY,WA,KING,98104,47.603092,-122.3377654,47.6017078,-122.3365336,0.111524,4.0,America/Los_Angeles,P1,USA,459,3,N,3,80389,2,,4,,1,1,,12001,470,470,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114P04197,I-5,NORTHBOUND,OLIVE WAY/EXIT 166,WA,KING,98101,47.6132642,-122.3300464,47.619816,-122.328201,0.461909,1311.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,12,5,2,1,5,218282,4734,4998,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114P04196,I-5,NORTHBOUND,UNION ST/EXIT 165,WA,KING,98101,47.6105754,-122.3309648,47.6121542,-122.3304574,0.111685,1309.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,11,5,2,1,5,213381,4615,4865,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114P04195,I-5,NORTHBOUND,SENECA ST/EXIT 165,WA,KING,98104,47.603958,-122.327072,47.6089524,-122.3308364,0.388723,1307.001,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,7,5,2,1,5,155790,3396,3596,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114P04194,I-5,NORTHBOUND,JAMES ST/EXIT 164,WA,KING,98104,47.602649,-122.325753,47.604408,-122.327441,0.144922,1306.001,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,7,5,2,1,5,154730,3781,5036,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+10991,OLIVE WAY,EASTBOUND,I-5/MELROSE AVE,WA,KING,98101,47.611864,-122.339338,47.615956,-122.329557,0.538138,1.0,America/Los_Angeles,P1,USA,1357,3,N,1,80389,1,,2,,1,1,,11448,351,354,6,100,0,2,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114P04193,I-5,NORTHBOUND,I-90/DEARBORN ST/EXIT 164,WA,KING,98134,47.587093,-122.320162,47.5958612,-122.3202578,0.610975,1305.0,America/Los_Angeles,P1,USA,68,1,N,1,80389,2,1,7,5,2,1,5,167093,4695,7653,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114+10992,E OLIVE WAY,EASTBOUND,BROADWAY,WA,KING,98102,47.616662,-122.327902,47.619922,-122.32088,0.4323,3.0,America/Los_Angeles,P1,USA,1357,3,N,3,80389,2,,2,,1,1,,14003,560,560,1,100,0,0,0,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-04549,I-5 N,SOUTHBOUND,SENECA ST/EXIT 165,WA,KING,98101,47.6129366,-122.3302478,47.608922,-122.330922,0.282382,15.0,America/Los_Angeles,P1,USA,104,1,N,1,80389,2,1,11,5,2,1,5,213381,4615,4865,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
114-04548,I-5 N,SOUTHBOUND,JAMES ST/EXIT 164,WA,KING,98104,47.6079088,-122.3304218,47.604346,-122.327584,0.279524,17.0,America/Los_Angeles,P1,USA,104,1,N,1,80389,2,1,7,5,2,1,5,147013,3210,3403,1,100,1,100,1,1,2018-01-01 00:00:00-05:00,2019-01-01 00:00:00-05:00
